platform,title,url,episode,first_seen,last_seen,latest_views,latest_likes,latest_comments
facebook,"Discover how embracing different cultures can uplift society, counteracting negative tech trends and building stronger i",https://www.facebook.com/100076110496091/posts/1003421938871480,2026-06-08_record_straight,t0,t4,56,,
facebook,"From serious crimes to hard decisions, this judge prioritizes fairness and community impact. Learn how a resolution for",https://www.facebook.com/100076110496091/posts/1003393768874297,2026-06-08_record_straight,t3,t4,56,,
facebook,"Bringing experience from civil and workman's comp law, this prosecutor is ready to learn family law. With a compassionat",https://www.facebook.com/100076110496091/posts/1003416038872070,2026-06-08_record_straight,t0,t4,55,,
facebook,"Sitting as a judge, many murder and serious violent felony cases, including sex crimes, pass through this court. A caree",https://www.facebook.com/100076110496091/posts/1003409435539397,2026-06-08_record_straight,t0,t4,34,,
facebook,"I wish politicians were honest with us, the public ! #stopthepromises #wedeservebetter",https://www.facebook.com/100076110496091/posts/1004363612110646,2026-06-08_record_straight,t0,t4,,,
facebook,,https://www.facebook.com/100076110496091/posts/1010605588153115,2026-06-08_record_straight,t1,t4,,,
facebook,,https://www.facebook.com/100076110496091/posts/1002849252262082,2026-06-08_record_straight,t3,t3,,,
facebook,,https://www.facebook.com/100076110496091/posts/1002849122262095,2026-06-08_record_straight,t3,t3,,,
facebook,,https://www.facebook.com/100076110496091/posts/1002848802262127,2026-06-08_record_straight,t3,t3,,,
facebook,"We recently did a short video sharing how I voted but I wanted to provide a little more detail.  As always, we never tel",https://www.facebook.com/100076110496091/posts/1002404538973220,2026-06-08_record_straight,t3,t3,,,
facebook,Downtowney night market is awesome ! Sponsored by the Downtown Downey Improvement Association (DDIA) ! #thisisdowney #do,https://www.facebook.com/100076110496091/posts/1022387490308258,2026-06-08_record_straight,t6,t7,,,
facebook,Great news for Downey. We’re getting our own Costco ! What a great win for our city. #thisisdowney   https://m.facebook.,https://www.facebook.com/100076110496091/posts/1020021033878237,2026-06-08_record_straight,t6,t7,,4,
facebook,We can’t wait ! Round One coming Downey !!,https://www.facebook.com/100076110496091/posts/1018140647399609,2026-06-08_record_straight,t6,t7,,1,
facebook,,https://www.facebook.com/100076110496091/posts/1017320884148252,2026-06-08_record_straight,t6,t7,,1,
facebook,"As we mentioned, great new additions to our Downtown. Mama Lu’s is awesome ! Good for us.   https://m.facebook.com/story",https://www.facebook.com/100076110496091/posts/1017212574159083,2026-06-08_record_straight,t6,t7,,3,
facebook,The best Thai restaurant in Downey. Narai Thai is amazing. We recommend the mango sticky rice ! #goodeats #downeyca #tha,https://www.facebook.com/100076110496091/posts/1023926693487671,2026-06-08_record_straight,t7,t7,,11,
facebook,Breakfast at Porto’s and lunch at Pho Gyu in Downtowney !! #goodeats #thisisdowney,https://www.facebook.com/100076110496091/posts/1036961868850820,2026-06-08_record_straight,t8,t16,,8,
facebook,,https://www.facebook.com/100076110496091/posts/1036214318925575,2026-06-08_record_straight,t8,t16,,1,
facebook,This new episodes delves and highlights the FAKE page behind the operatives trying to elect a disgraced politician using,https://www.facebook.com/100076110496091/posts/1025565666657107,2026-06-08_record_straight,t8,t9,,8,
facebook,Transparency in government shouldn’t be a partisan issue.  When a liberal Los Angeles Times reporter and a staunch Repub,https://www.facebook.com/100076110496091/posts/1025561426657531,2026-06-08_record_straight,t8,t9,,2,
facebook,Transparency in government shouldn’t be a partisan issue.  When a liberal Los Angeles Times reporter and a staunch Repub,https://www.facebook.com/100076110496091/posts/1025542666659407,2026-06-08_record_straight,t8,t8,,20,
facebook,,https://www.facebook.com/100076110496091/posts/1040915455122128,2026-06-08_record_straight,t10,t16,,,
facebook,"Fireworks tickets are $4,000. Residents were warn and yet 18 people got tickets. It was a crazy night in our city. Glad",https://www.facebook.com/100076110496091/posts/1039937421886598,2026-06-08_record_straight,t10,t16,,4,
facebook,🌺☀️ Another 😎 day in paradise! 🌴🌈  Started the morning with breakfast at Nalu’s in Kihei (one of favorite places)… and y,https://www.facebook.com/100076110496091/posts/1044393621440978,2026-06-08_record_straight,t13,t16,,13,
facebook,https://www.instagram.com/p/Dboa7azEpqS/?img_index=3&igsh=NTc4MTIwNjQ2YQ==,https://www.facebook.com/100076110496091/posts/1058217033391970,2026-06-08_record_straight,t17,t22,,,
facebook,https://www.facebook.com/1287140845/posts/10230855845881493/?mibextid=wwXIfr,https://www.facebook.com/100076110496091/posts/1058150973398576,2026-06-08_record_straight,t17,t21,,2,
facebook,Remembering Lance Corporal Josh Whittle. May we never forget our fallen. RIP Marine. #downeycares   https://www.facebook,https://www.facebook.com/100076110496091/posts/1056579053555768,2026-06-08_record_straight,t17,t21,,2,
facebook,https://m.facebook.com/story.php?story_fbid=1547189084101645&id=100064317031676&mibextid=wwXIfr,https://www.facebook.com/100076110496091/posts/1063142089566131,2026-06-08_record_straight,t18,t25,,3,
facebook,Rams have built a culture of excellence !,https://www.facebook.com/100076110496091/posts/1066419675905039,2026-06-08_record_straight,t19,t25,,,
facebook,My latest episode on Talking Downey was devoted to leadership and those who go “all in”. Had an opportunity to spend som,https://www.facebook.com/100076110496091/posts/1066631585883848,2026-06-08_record_straight,t20,t25,,1,
facebook,Mother Teresa and John Wooden. Two individuals who impacted so many lives.,https://www.facebook.com/100076110496091/posts/1071875185359488,2026-06-08_record_straight,t22,t30,,1,
facebook,Hopefully they improve this project and listen to the residents concerns.,https://www.facebook.com/100076110496091/posts/1071871695359837,2026-06-08_record_straight,t22,t30,,1,
facebook,"Today is a very sad day for our community.  One of the nicest and most special people I have ever known, Martha Sodetani",https://www.facebook.com/100076110496091/posts/1083475454199461,2026-06-08_record_straight,t29,t30,,23,
facebook,"🇺🇸 Five former mayors. One great leader. One important vote.  Tonight, five former Downey mayors came together to suppor",https://www.facebook.com/100076110496091/posts/1081263411087332,2026-06-08_record_straight,t29,t30,,54,
instagram,"25,000+ people gathered for a watch party at Stonewood Mall! Despite the $300k cost, it was a memorable event. Glad the",https://www.instagram.com/p/DadYgekkbdA/,2026-06-08_record_straight,t8,t14,7180,264,26
instagram,"A woman's outburst at a city council meeting, repeatedly warned by the mayor, led to her forceful escort out. Her action",https://www.instagram.com/p/DZWZsGMgoP7/,2026-06-08_record_straight,t1,t7,7031,93,17
instagram,"I grew up in Huntington Park, and I still own property there. But the rules and ordinances are hurting residents. They'r",https://www.instagram.com/p/DZYfcxOlHf6/,2026-06-08_record_straight,t1,t7,6289,206,25
instagram,"Guilty or not guilty? It's immaterial. Our principles demand everyone deserves a defense, especially against the governm",https://www.instagram.com/p/DavZoBdklx1/,2026-06-08_record_straight,t10,t16,5443,306,9
instagram,"Not everyone deployed sees combat, even with 20 years in. Your MOS matters. Logistics might deploy you to a warehouse, n",https://www.instagram.com/p/DbHN4Legte5/,2026-06-08_record_straight,t15,t18,5139,186,18
instagram,There's a fake page using AI videos to slander people in our city. Their logo is a 20-year-old photo I took. They're pla,https://www.instagram.com/p/DaDortkFQ-U/,2026-06-08_record_straight,t8,t8,4800,79,30
instagram,"Found an amazing pastrami sandwich at Pop's Wings! Toasted bread, tender pastrami, and sweet potato fries – a must-try.",https://www.instagram.com/p/DbD_pIxlCmU/,2026-06-08_record_straight,t14,t18,4752,128,12
instagram,"Round One is coming to Stonewood Mall, transforming the old Sears space! Get ready for a massive 150,000 sq ft of fun, f",https://www.instagram.com/p/DZsdg7gimLo/,2026-06-08_record_straight,t6,t7,4455,132,5
instagram,"Dreamed of college, but the cost was a barrier. Joined the Army, and they paid for everything. 13 years later, I have my",https://www.instagram.com/p/DbBpfVoDhqy/,2026-06-08_record_straight,t14,t17,4043,143,0
instagram,A candidate's DSA membership raises questions about their loyalties. Pledging to 'co-govern' with an organization means,https://www.instagram.com/p/DcmRRlAjPuo/,2026-06-08_record_straight,t29,t30,3870,226,18
instagram,"He admitted he messed up, but not for the reason you think. It wasn't just social media hate; it was emails too. He told",https://www.instagram.com/p/DZa2ZrjiGzO/,2026-06-08_record_straight,t2,t7,3805,78,17
instagram,"Don't believe the fake rumors. Married 42 years, no strippers, no cocaine at my bachelor party. Just guys, beer, and my",https://www.instagram.com/p/DaLXEVJDWDb/,2026-06-08_record_straight,t8,t9,3717,74,7
instagram,"Almost ran over a family. I got the license plate, checked on them. Turns out he's a Catholic deacon. You can't make thi",https://www.instagram.com/p/DaER_Nyjmef/,2026-06-08_record_straight,t8,t9,3551,69,6
instagram,"Lifelong Democrat, moderate. Focused on helping Downey, not politics. Endorsed by both parties because I get city busine",https://www.instagram.com/p/DZ5etOHEVU8/,2026-06-08_record_straight,t6,t7,3200,92,17
instagram,"Responded to your yapping, Downey! This one's to answer the last two shows. Wouldn't have done it if you hadn't mentione",https://www.instagram.com/p/DZVb7CEk9EY/,2026-06-08_record_straight,t0,t6,2848,47,2
instagram,My goal: share who we are in the military and what we really do. It's not just shooting guns. I'm a Logistics Specialist,https://www.instagram.com/p/DbEpLbqExEC/,2026-06-08_record_straight,t14,t18,2502,80,0
instagram,Mayor asks gang members to fight ICE. Federal investigation. Public disgrace. A viral video brought down a city leader.,https://www.instagram.com/p/DZV5etnjJ5e/,2026-06-08_record_straight,t1,t6,2489,57,2
instagram,"20 years later, this letter still resonates. It sparked the Downtown Improvement Association, proving one voice can igni",https://www.instagram.com/p/DaTETmgGgm8/,2026-06-08_record_straight,t8,t12,2390,39,5
instagram,"So many food choices right next to Porto's downtown Downey! From pho and Mongolian BBQ to poke and sushi, your taste bud",https://www.instagram.com/p/DZqTKyYAPq1/,2026-06-08_record_straight,t6,t7,2326,30,3
instagram,"Mr. Trujillo felt embarrassed to be American. When asked abroad, he claimed to be Mexican. But no matter how bad things",https://www.instagram.com/p/DZX3Dc8lAc0/,2026-06-08_record_straight,t1,t7,2208,58,15
instagram,"When the DA retaliated for speaking out, I was moved from Major Crimes. Imagine being removed from high-profile cases li",https://www.instagram.com/p/DcwJKGmDjfb/,2026-06-08_record_straight,t29,t30,2087,68,3
instagram,Heard of Downey Pizza Company's pastrami pizza? I've been eating it for years! Even ordered it during council sessions.,https://www.instagram.com/p/DbWCL69DXs6/,2026-06-08_record_straight,t17,t20,2072,19,3
instagram,"This Vietnamese coffee is the perfect midday pick-me-up! Buy one, get one half off at Tea Leaf Co. Amazing taste, just t",https://www.instagram.com/p/Dc34VfRDcLw/,2026-06-08_record_straight,t29,t30,2069,91,7
instagram,"A council member fined $13,000 for unreported campaign contributions. It's public record. This isn't new – Cudahy has el",https://www.instagram.com/p/DZY7e-_EVxh/,2026-06-08_record_straight,t2,t7,1999,44,1
instagram,Afraid to tell my grandparents I was joining. Signed the contract and shipped off weeks later. Now my grandma sees my ac,https://www.instagram.com/p/DbWqK3EDIvv/,2026-06-08_record_straight,t17,t21,1965,60,2
instagram,"La Chula Mexican food, a favorite, is getting surrounded by Asian cuisine! A new Mongolian BBQ is replacing Tacos Con To",https://www.instagram.com/p/DZp4vPxiuaQ/,2026-06-08_record_straight,t6,t7,1869,34,4
instagram,"From hardcore gang cases to high-profile death penalty trials, this judge has seen it all. Now, they handle the most ser",https://www.instagram.com/p/DZBFnkrAFRH/,2026-06-08_record_straight,t0,t4,1858,32,2
instagram,"Tried the Vietnamese coffee - amazing! Now for matcha, and I'm usually not a big fan, but this looks incredible. First o",https://www.instagram.com/p/Dc4hLqeFHzg/,2026-06-08_record_straight,t30,t30,1742,57,10
instagram,"City seal jacket for a bike ride? So what? This decision is all about owning it. Embracing the bold choice, no matter wh",https://www.instagram.com/p/DZdbpj2Eaxq/,2026-06-08_record_straight,t3,t7,1637,38,0
instagram,"Truth revealed: Accusations of attacking opponents, fueling division, and demeaning women are based on their own evidenc",https://www.instagram.com/p/DaGNPvWjcv1/,2026-06-08_record_straight,t8,t9,1626,31,4
instagram,"People are afraid to speak their truth and prefer fake AI narratives. I'm being followed, but I'm not backing down. If y",https://www.instagram.com/p/DaL_H1XCNmn/,2026-06-08_record_straight,t8,t9,1546,23,3
instagram,"FIFA's World Cup generates billions in profit, making it a top sporting event. But at what cost? Vancouver faces over $7",https://www.instagram.com/p/DZiJ5d1Co0p/,2026-06-08_record_straight,t4,t7,1522,16,1
instagram,"I experienced FIFA's questionable practices firsthand in Vancouver. They demanded Level 4 security, the kind reserved fo",https://www.instagram.com/p/DZfkho8DVwq/,2026-06-08_record_straight,t3,t7,1452,14,2
instagram,Sacramento's housing mandates are a struggle for built-out cities like Downey. We value local control and resent state o,https://www.instagram.com/p/Db3gVqdj8yS/,2026-06-08_record_straight,t18,t25,1422,45,9
instagram,"5 to 7 people die on LA streets daily. Years of this, yet no urgency. A complete failure of local government. The bigges",https://www.instagram.com/p/Dcl1vipE-Dq/,2026-06-08_record_straight,t29,t30,1392,131,3
instagram,Mr. Trujillo informed me about a seal amidst unauthorized merchandise. I’ll showcase the merchandise in the second video,https://www.instagram.com/p/DZdAwmUjOJF/,2026-06-08_record_straight,t2,t7,1319,24,4
instagram,"Election night 2006. Walking across the street, we realized we were in the middle of Downey Avenue for 25 minutes. Not o",https://www.instagram.com/p/DaTtgRigGY4/,2026-06-08_record_straight,t8,t13,1261,15,1
instagram,"Downey's downtown is buzzing with new Asian-style restaurants! While the local population is mainly Latino/Hispanic, the",https://www.instagram.com/p/DZnTtOzlVcG/,2026-06-08_record_straight,t4,t7,1256,28,0
instagram,Thought the military was just a job? It builds a bond unlike any other. Shared struggles create connections deeper than,https://www.instagram.com/p/DbUFe_9lVvE/,2026-06-08_record_straight,t17,t20,1253,20,0
instagram,Hosting FIFA watch parties in Downey on June 20th! Stonewood Mall and the Downtown District Association are closing down,https://www.instagram.com/p/DZilIFaiA_O/,2026-06-08_record_straight,t4,t7,1252,16,0
instagram,Misconception about public defenders: they don't care. The truth? We fight for clients with individualized attention. Ou,https://www.instagram.com/p/DawDRpGD1X6/,2026-06-08_record_straight,t10,t16,1246,43,5
instagram,"COVID lockdowns made everything virtual. But in court, presence matters. Showing up for clients, no matter what, builds",https://www.instagram.com/p/Da1L14eCGwb/,2026-06-08_record_straight,t10,t16,1235,40,1
instagram,"Three boys, 6, 5, and 4. They're a handful, but you can still serve and have babies. So thankful for my village—my famil",https://www.instagram.com/p/Dbb0as1oHNm/,2026-06-08_record_straight,t17,t21,1235,29,0
instagram,"They said I couldn't do it. A teenager in a gang-infested city, with no business reputation. So I ran for city council.",https://www.instagram.com/p/DY5ZGYTjuBg/,2026-06-08_record_straight,t3,t3,1193,44,4
instagram,"Came from Nicaragua at 8, didn't speak English. Now I bring that perspective to the bench. Appreciating freedoms others",https://www.instagram.com/p/DY3TbkGjB-F/,2026-06-08_record_straight,t3,t3,1191,31,0
instagram,"Money flows to FIFA, not local economies. Substitution, crowding out, and leakage mean less for us. Don't be fooled by t",https://www.instagram.com/p/DZgG-gTAbD-/,2026-06-08_record_straight,t3,t7,1189,12,2
instagram,Porto's secrets revealed! Try the chorizo & egg on Cuban bread for breakfast or their amazing frita burger. Cuban flavor,https://www.instagram.com/p/DbTcbKHAAlS/,2026-06-08_record_straight,t17,t20,1189,28,2
instagram,Craving Thai? Narai Thai on Firestone is a family-owned gem! Their Panang curry and mango sticky rice are a must-try. Am,https://www.instagram.com/p/Dbdv7xjDeSJ/,2026-06-08_record_straight,t17,t22,1158,20,1
instagram,"Mama Lu's is coming to Downey! This Asian restaurant is so loved, it's a go-to for special occasions. Their French tende",https://www.instagram.com/p/DZtGaD8FfMX/,2026-06-08_record_straight,t6,t7,1082,24,1
instagram,"Giving second chances, even when everyone objects. In programs for drugs and mental health, they earn it. Graduation mea",https://www.instagram.com/p/DZDI6wIHExj/,2026-06-08_record_straight,t0,t6,1079,13,3
instagram,"Stuck in traffic for hours, only to find rush hour hadn't even started. Homeowners in this area, we hear you. Your city",https://www.instagram.com/p/Db4IvI6D10E/,2026-06-08_record_straight,t18,t25,1060,15,3
instagram,"You won't believe Norms has a loco moco with fried rice and egg! It's comfort food perfection, especially with their end",https://www.instagram.com/p/DbJJ7CllJCB/,2026-06-08_record_straight,t15,t19,993,29,3
instagram,A proposed 145-unit residential condominium project on 6.1 acres is raising concerns among nearby residents and communit,https://www.instagram.com/p/DbvxZG6lOS-/,2026-06-08_record_straight,t17,t25,992,10,0
instagram,"From civil and workman's comp attorney to prosecutor. Ready to learn family law, bringing compassion and a unique defens",https://www.instagram.com/p/DZBHHeuEm8I/,2026-06-08_record_straight,t0,t4,954,11,0
instagram,"From Pico Rivera to aspirations of Congress, loyalty to constituents always comes first. Politics is about people, not t",https://www.instagram.com/p/DZBErmODigq/,2026-06-08_record_straight,t0,t4,943,26,0
instagram,Downtown dreams: envisioning a prosperous future. Imagine closing Downey Ave for a walking area – our dream! Night marke,https://www.instagram.com/p/DanqqwMET_4/,2026-06-08_record_straight,t8,t16,920,9,0
instagram,"New 41st seat created by gerrymandering. Vote Hector De La Torre, a local businessman and former assembly member, agains",https://www.instagram.com/p/DZBECgdk3ZJ/,2026-06-08_record_straight,t0,t4,917,10,0
instagram,"Pageant weekend: more than an event, it's an experience. Lasting friendships, unforgettable memories. As a former titleh",https://www.instagram.com/p/DaQgUHcDA4x/,2026-06-08_record_straight,t8,t12,912,30,2
instagram,"As a defense attorney, I bridge the gap between all parties in court. My focus: ensuring fairness and dignity for everyo",https://www.instagram.com/p/Da3IHrnDVRQ/,2026-06-08_record_straight,t10,t16,905,29,0
instagram,"She's a Republican, but she appointed a Democrat. Integrity and caring for the community are what matter. Helping senior",https://www.instagram.com/p/DZ_IEQTiBAD/,2026-06-08_record_straight,t7,t7,898,18,0
instagram,"Ethics code update: Officials must not promote violence, threats, harassment, intimidation, or discrimination. This appl",https://www.instagram.com/p/DbCNVeWlIhd/,2026-06-08_record_straight,t14,t17,897,12,1
instagram,"Graduated high school, tried college, but it wasn't the path. Impatient and needing a way to pay for school, the Army re",https://www.instagram.com/p/DbZPjEbj5cG/,2026-06-08_record_straight,t17,t21,875,9,0
instagram,"Traveling and meeting people from all over taught me to speak to everyone as I'd want to be spoken to. I'm direct, hones",https://www.instagram.com/p/DY57saoD3JU/,2026-06-08_record_straight,t3,t3,873,29,2
instagram,"Serving the community means building real relationships in Washington. It's about connection, not just policy. That's ho",https://www.instagram.com/p/DZBBiuJDXXi/,2026-06-08_record_straight,t3,t4,854,31,0
instagram,Cultural exchange builds better societies. It combats tech's dark side & boosts global ties. Let's foster understanding.,https://www.instagram.com/p/DZBIbqhD7Kq/,2026-06-08_record_straight,t0,t4,836,13,0
instagram,"Proud Bruin since the 80s! Lifetime alum, and yes, our boat was even named 'Mixed Marriage' with a Trojan wife. So excit",https://www.instagram.com/p/DcMvN68iGr6/,2026-06-08_record_straight,t21,t29,831,15,0
instagram,"15 years in the making: the Gateway sign is finally happening! Funded by arts and public funds, not police or general fu",https://www.instagram.com/p/Dal1JUEkgW4/,2026-06-08_record_straight,t8,t16,829,10,7
instagram,"This Korean BBQ spot in Downey is always packed! @letsgogidowney line is out the door on weekends. It's that good, and p",https://www.instagram.com/p/DZoVKT5jTzL/,2026-06-08_record_straight,t4,t7,819,22,0
instagram,"Running a restaurant means always wearing a smile, even when things are falling apart. You never know who's walking thro",https://www.instagram.com/p/DaoVA6tinyu/,2026-06-08_record_straight,t8,t16,819,19,2
instagram,Achieving 'well qualified' in judicial ratings is a significant accomplishment. It's a consensus built by defense attorn,https://www.instagram.com/p/DZA_j7wFNc1/,2026-06-08_record_straight,t3,t4,813,17,1
instagram,"The mission of pageantry? Empower, inspire, uplift. Compete in at least one pageant to finesse your walk, smile, and dev",https://www.instagram.com/p/DaN70DwDUQa/,2026-06-08_record_straight,t8,t9,804,27,1
instagram,"Carrie, you're known for helping seniors with wills and trusts. It's more than a business; it's a ministry. You've helpe",https://www.instagram.com/p/DZ5-efKCMPm/,2026-06-08_record_straight,t6,t7,802,9,0
instagram,New Pho spot opened in Downey Gateway! GYU Pho is just 3 weeks old and I've already been 3 times. Their Lomo Saltado is,https://www.instagram.com/p/DZn8ckZiQWD/,2026-06-08_record_straight,t4,t7,799,10,3
instagram,"At the public hearing for the proposed Downey condo project, residents made their voices heard. According to remarks sha",https://www.instagram.com/p/DbwazwmAC3P/,2026-06-08_record_straight,t17,t25,788,8,2
instagram,Childhood friends in trouble with the law inspired a future lawyer. Protecting rights and ensuring fair treatment became,https://www.instagram.com/p/Dc1TF58gZP8/,2026-06-08_record_straight,t29,t30,767,54,0
instagram,"Politicians promised change on ICE, but delivered little. Real policy change requires honesty and collective effort, not",https://www.instagram.com/p/DZDTyVSlnTb/,2026-06-08_record_straight,t0,t6,762,8,0
instagram,"Regarding the Honda World Project: Six and a half hours later, the residents voted 5-0 to reject it. Exhausted at 1 AM a",https://www.instagram.com/p/Db8o5uTjEQN/,2026-06-08_record_straight,t19,t25,760,13,1
instagram,"Fairness and tough calls are my career. Even for a 2-time Super Bowl champ with gun charges, we found a win-win: he gave",https://www.instagram.com/p/DZBCTYmH46R/,2026-06-08_record_straight,t0,t4,746,10,0
instagram,"Graffiti on Downey Avenue? It's cleaner now because we designed it out. If it reappears, it's because we, as residents,",https://www.instagram.com/p/DaqPqsKGqOf/,2026-06-08_record_straight,t9,t16,738,13,0
instagram,California lost billions in federal funding because the Newsom administration and Rob Bonta failed to meet their obligat,https://www.instagram.com/p/DchWHrUE0y0/,2026-06-08_record_straight,t29,t30,736,22,2
instagram,"Tired of red tape? Yeah, me too. But even when I was in business, I saw how much effort goes into 'getting things done.'",https://www.instagram.com/p/DalF4FwEgIc/,2026-06-08_record_straight,t8,t16,735,8,1
instagram,1968: A year of stark divisions. Hippie or not? For government or against? Revolution or status quo? War or peace? We lo,https://www.instagram.com/p/DaWSgLLAd8j/,2026-06-08_record_straight,t8,t13,726,7,1
instagram,"Election season is here, and making informed decisions matters.  In this special Talking Downey episode, Mayor Mario Gue",https://www.instagram.com/p/DY-OJ_XvXuP/,2026-06-08_record_straight,t3,t3,705,17,2
instagram,"Life experience shapes a prosecutor. Growing up, losing parents, overcoming obstacles – it all builds empathy and belief",https://www.instagram.com/p/DczXoZVCfie/,2026-06-08_record_straight,t29,t30,704,58,0
instagram,"My favorite Chinese spot? My Home! Been going for years. Mongolian beef, dumplings, orange chicken... amazing. Don't mis",https://www.instagram.com/p/DbmHb3pChqc/,2026-06-08_record_straight,t17,t23,697,14,1
instagram,"Downtown Downey is walkable! La Chula Mexican Food, opened mid-COVID, has amazing food. Tried the burrito yesterday: hal",https://www.instagram.com/p/Dbld3FzjtM8/,2026-06-08_record_straight,t17,t23,691,13,1
instagram,"We seem divided, but our forefathers faced tougher times. Let's talk, hold hands, and move forward. Opportunity and hope",https://www.instagram.com/p/DaYOsXRDFna/,2026-06-08_record_straight,t8,t13,685,13,0
instagram,Former civil and workman's comp attorney ready to tackle family law. Bringing empathy from representing injured workers,https://www.instagram.com/p/DY7q0BHAdfC/,2026-06-08_record_straight,t3,t3,673,13,0
instagram,Theater kid to trial attorney. Finding the thrill of litigation and the purpose of public service. The autonomy and clie,https://www.instagram.com/p/Da3xs8zDvsZ/,2026-06-08_record_straight,t10,t16,669,17,0
instagram,"California's planning commission is in a bind. State laws like SB 9, AB 1893, and SB 79 are mandating higher density hou",https://www.instagram.com/p/Db6EN8qDpVi/,2026-06-08_record_straight,t18,t25,665,10,2
instagram,"Founding Fathers signed their death warrant declaring independence. The Declaration is just 1,337 words. Great things do",https://www.instagram.com/p/DaVqSexiKAV/,2026-06-08_record_straight,t8,t13,664,8,0
instagram,"Find your inner strength through competition. It's not about beating others, but about discovering your own grit and abi",https://www.instagram.com/p/DaOkjaxiaM2/,2026-06-08_record_straight,t8,t9,662,11,3
instagram,"Served on Public Works for years, learned our city's secrets. From water wells to street repaving, it ignited a passion",https://www.instagram.com/p/DZ75cncEfDv/,2026-06-08_record_straight,t6,t7,657,31,1
instagram,Walking distance to amazing sushi in Downey! Starfish Sushi's bento box lunch special is out of this world. So much food,https://www.instagram.com/p/DbbLI_njb-2/,2026-06-08_record_straight,t17,t21,644,12,1
instagram,"This bill restricts public records requests, allowing cities to charge high fees and deny requests based on 'nefarious'",https://www.instagram.com/p/Da6WNMdivQz/,2026-06-08_record_straight,t13,t16,633,17,4
instagram,"America offers so much. Even with our flaws, we're unique. Let's appreciate this country and its progress. #USA #America",https://www.instagram.com/p/DaWg5ZeDMdX/,2026-06-08_record_straight,t8,t13,628,15,1
instagram,"From a tough childhood in a low-income neighborhood, to running for city attorney. Empathy, resilience, and understandin",https://www.instagram.com/p/DctkzsIDCDH/,2026-06-08_record_straight,t29,t30,608,76,4
instagram,"Voting is personal, but Measure ER on the county ballot? It's a tax hike disguised as a good cause. Let's say no to risi",https://www.instagram.com/p/DZBDAKpknOv/,2026-06-08_record_straight,t0,t4,607,6,0
instagram,"A due process junkie who respects our justice system. It's not perfect, and we all have biases, but I'm committed to lif",https://www.instagram.com/p/Dax9-i_CERk/,2026-06-08_record_straight,t10,t16,607,25,6
instagram,"Did you know Chipotle has a secret menu? I learned about their amazing quesadilla, not listed on the regular menu, and i",https://www.instagram.com/p/DbqndQZiEw5/,2026-06-08_record_straight,t17,t23,594,7,0
instagram,"He doubted himself, thinking he wasn't smart enough. No family support, but he wanted to join. Now graduated and confide",https://www.instagram.com/p/DbLuXqyDlCB/,2026-06-08_record_straight,t16,t20,587,9,0
instagram,"Get the right people on your bus, and the wrong people off. Ensure everyone's in the right seat. Talent and drive are ke",https://www.instagram.com/p/DcJh_mlgPqY/,2026-06-08_record_straight,t21,t25,581,6,0
instagram,IHOP's ham and cheese omelet: a lighter side with sauce for under $9! Includes endless coffee. Perfect for a weekday esc,https://www.instagram.com/p/DbtNJ3iFpPw/,2026-06-08_record_straight,t17,t25,559,9,0
instagram,"Discover Poached: a breakfast and lunch gem in North Downey! Fresh ingredients, amazing Eggs Benedict, and a must-try ha",https://www.instagram.com/p/DbYl5AUjxIt/,2026-06-08_record_straight,t17,t21,549,14,0
instagram,"Don't be fooled by deceptive ballot propositions. This $11 billion bond, called the Veterans and Affordable Housing Bond",https://www.instagram.com/p/DbGkNw0gZAH/,2026-06-08_record_straight,t15,t18,548,4,0
instagram,"Neighborhood watch groups are incredibly effective! One group alerted police to speeding, leading to the discovery of na",https://www.instagram.com/p/DZ-jSDODAdH/,2026-06-08_record_straight,t7,t7,545,21,0
instagram,"Going through old photos from UCLA player interviews. Remembered Troy Aikman, Sean LaChappelle, and so many unforgettabl",https://www.instagram.com/p/DcMGz8VjEPp/,2026-06-08_record_straight,t21,t25,535,2,0
instagram,Our streets are getting paved thanks to a $30M city investment! And amazing graffiti and pothole removal services. Repor,https://www.instagram.com/p/DZ8i7D6j4Zm/,2026-06-08_record_straight,t6,t7,531,20,1
instagram,The Planning Commission meeting is back on August 18th. Public comments are welcome as staff addresses findings. A 'no',https://www.instagram.com/p/Db_OuL4jOSO/,2026-06-08_record_straight,t19,t25,521,5,0
instagram,Starting as a defense attorney means facing bias. People assume guilt. But our system presumes innocence until proven gu,https://www.instagram.com/p/DaynC2BgPRT/,2026-06-08_record_straight,t10,t16,518,14,0
instagram,"YIMBY Law threatens lawsuits over housing projects, citing state laws. They claim projects address concerns, but critics",https://www.instagram.com/p/Db6uOWYEtlv/,2026-06-08_record_straight,t18,t25,516,7,0
instagram,"Exciting times in our Downey food venture! I'm your official taste tester, ready to explore local, privately owned gems.",https://www.instagram.com/p/DZvrAUGFRm3/,2026-06-08_record_straight,t6,t7,510,11,0
instagram,"Young entrepreneurs, listen up! Athletes dream big, but have a backup plan. Become a business owner, create jobs, and ma",https://www.instagram.com/p/DcwzS09oHsf/,2026-06-08_record_straight,t29,t30,508,27,3
instagram,"FIFA is a money-making machine, but what about the locals? In Downey, we're choosing to have fun with it. A huge event i",https://www.instagram.com/p/DZkuryUj_Qq/,2026-06-08_record_straight,t4,t7,496,2,0
